time,elapsed_seconds,message
09:38:35,3.76e-05,PEST++ performance logger started
09:38:35,0.0019847,starting to process control file
09:38:35,0.004327,finished processing control file
09:38:35,0.0067135,starting basic model IO error checking
09:38:35,0.0043665,finished basic model IO error checking
09:38:35,0.0012326,loading parcov
09:38:35,0.008204,beginning iteration 1
09:38:35,7.44e-05,commencing to build jacobian parameter sets
09:38:35,0.0030479,jacobian parameter sets built, commencing model runs
09:38:39,4.24994,jacobian runs complete, processing runs
09:38:39,0.0005163,processing jacobian runs complete
09:38:39,4.46e-05,saving jacobian and sen files
09:38:39,0.0046512,commencing calculation of upgrade vector
09:38:39,0.002013,forming JtQJ matrix
09:38:39,7.47e-05,commencing to scale JtQJ matrix- first SVD...
09:38:39,1.96e-05,starting REDSVD
09:38:39,7.29e-05,retrieving REDSVD components
09:38:39,1.81e-05,triming REDSVD components to 3elements
09:38:39,1.4e-05,done REDSVD
09:38:39,4.91e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
09:38:39,8.8e-06,JS
09:38:39,1.52e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
09:38:39,2.98e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
09:38:39,9.6e-06,commencing SVD factorization of lambda-scaled JtQJ
09:38:39,1.81e-05,starting REDSVD
09:38:39,2.46e-05,retrieving REDSVD components
09:38:39,3.14e-05,triming REDSVD components to 3elements
09:38:39,1.09e-05,done REDSVD
09:38:39,1.42e-05,SVD factorization complete
09:38:39,0.0002721,commencing linear algebra multiplication to compute ugrade
09:38:39,1.7e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 3: cols = 3: size = 9: nonzeros = 9
09:38:39,9.9e-06,U info: rows = 3: cols = 3: size = 9: nonzeros = 9
09:38:39,1.54e-05,jac info: rows = 26: cols = 3: size = 78: nonzeros = 78
09:38:39,4.73e-05,linear algebra multiplication to compute ugrade complete
09:38:39,2.3e-05,commencing check of parameter bounds and gradients
09:38:39,0.0018219,beginning upgrade vector calculations, lambda = 0.1
09:38:39,0.000272,commencing calculation of upgrade vector
09:38:39,0.0020378,forming JtQJ matrix
09:38:39,6.15e-05,commencing to scale JtQJ matrix- first SVD...
09:38:39,2.42e-05,starting REDSVD
09:38:39,3.32e-05,retrieving REDSVD components
09:38:39,2.53e-05,triming REDSVD components to 3elements
09:38:39,1.93e-05,done REDSVD
09:38:39,3.08e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
09:38:39,1.64e-05,JS
09:38:39,2.21e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
09:38:39,4.27e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
09:38:39,1.75e-05,commencing SVD factorization of lambda-scaled JtQJ
09:38:39,1.55e-05,starting REDSVD
09:38:39,2.68e-05,retrieving REDSVD components
09:38:39,2.5e-05,triming REDSVD components to 3elements
09:38:39,1.87e-05,done REDSVD
09:38:39,1.8e-05,SVD factorization complete
09:38:39,0.0006637,commencing linear algebra multiplication to compute ugrade
09:38:39,1.86e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3Vt info: rows = 3: cols = 3: size = 9: nonzeros = 9
09:38:39,1.03e-05,U info: rows = 3: cols = 3: size = 9: nonzeros = 9
09:38:39,1.45e-05,jac info: rows = 26: cols = 3: size = 78: nonzeros = 78
09:38:39,4.54e-05,linear algebra multiplication to compute ugrade complete
09:38:39,2.94e-05,commencing check of parameter bounds and gradients
09:38:39,3.9e-05,commencing calculation of upgrade vector
09:38:39,0.0012397,forming JtQJ matrix
09:38:39,4.65e-05,commencing to scale JtQJ matrix- first SVD...
09:38:39,1.05e-05,starting REDSVD
09:38:39,1.87e-05,retrieving REDSVD components
09:38:39,1.14e-05,triming REDSVD components to 3elements
09:38:39,1.13e-05,done REDSVD
09:38:39,1.43e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
09:38:39,7.3e-06,JS
09:38:39,1.04e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
09:38:39,1.97e-05,S info: rows = 3: cols = 3: size = 9: nonzeros = 3
09:38:39,7.6e-06,commencing SVD factorization of lambda-scaled JtQJ
09:38:39,7.2e-06,starting REDSVD
09:38:39,5.93e-05,retrieving REDSVD components
09:38:39,1.44e-05,triming REDSVD components to 3elements
09:38:39,8.6e-06,done REDSVD
09:38:39,8.2e-06,SVD factorization complete
09:38:39,0.0001034,commencing linear algebra multiplication to compute ugrade
