 pp_0000  625.0 9375.0 1.0                                                                          1.342179E+00
 pp_0001  1625.0 9375.0 1.0                                                                          6.805806E-01
 pp_0002  2625.0 9375.0 1.0                                                                           4.892566E-01
 pp_0003  3625.0 9375.0 1.0                                                                           6.099604E-01
 pp_0004  625.0 8375.0 1.0                                                                          2.293081E+00
 pp_0005  1625.0 8375.0 1.0                                                                          1.374131E+00
 pp_0006  2625.0 8375.0 1.0                                                                           8.014157E-01
 pp_0007  3625.0 8375.0 1.0                                                                           6.521135E-01
 pp_0008  625.0 7375.0 1.0                                                                           1.288375E+00
 pp_0009  2625.0 7375.0 1.0                                                                            4.567314E-01
 pp_0010  3625.0 7375.0 1.0                                                                            4.440257E-01
 pp_0011  625.0 6375.0 1.0                                                                           1.091342E+00
 pp_0012  2625.0 6375.0 1.0                                                                            1.544790E+00
 pp_0013  3625.0 6375.0 1.0                                                                            1.232176E+00
 pp_0014  625.0 5375.0 1.0                                                                           7.977404E-01
 pp_0015  2625.0 5375.0 1.0                                                                            6.957761E-01
 pp_0016  3625.0 5375.0 1.0                                                                            6.980034E-01
 pp_0017  625.0 4375.0 1.0                                                                           1.861998E+00
 pp_0018  1625.0 4375.0 1.0                                                                           1.422311E+00
 pp_0019  2625.0 4375.0 1.0                                                                            1.397711E+00
 pp_0020  3625.0 4375.0 1.0                                                                            5.100196E-01
 pp_0021  625.0 3375.0 1.0                                                                           1.401757E+00
 pp_0022  1625.0 3375.0 1.0                                                                           2.060085E+00
 pp_0023  2625.0 3375.0 1.0                                                                            7.700434E-01
 pp_0024  3625.0 3375.0 1.0                                                                            7.313756E-01
 pp_0025  625.0 2375.0 1.0                                                                           8.729099E-01
 pp_0026  1625.0 2375.0 1.0                                                                           1.246304E+00
 pp_0027  2625.0 2375.0 1.0                                                                            1.948375E+00
 pp_0028  3625.0 2375.0 1.0                                                                            5.885108E-01
 pp_0029  1625.0 1375.0 1.0                                                                           1.834860E+00
 pp_0030  2625.0 1375.0 1.0                                                                            1.687434E+00
 pp_0031  3625.0 1375.0 1.0                                                                            1.539635E+00
