,sidx,idx_strs,xy,x,y,pargp3,parval1_3,3
0,"(1, 39, 11)",idx0:1_idx1:39_idx2:11,"(2875.0, 125.0)",2875.0,125.0,ghbhead_gr,0.0,-0.3332759865277552524531756716896779835224151611328125000000000000000000000000
1,"(2, 39, 14)",idx0:2_idx1:39_idx2:14,"(3625.0, 125.0)",3625.0,125.0,ghbhead_gr,0.0,-0.9210210752246464904757772274024318903684616088867187500000000000000000000000
2,"(0, 39, 11)",idx0:0_idx1:39_idx2:11,"(2875.0, 125.0)",2875.0,125.0,ghbhead_gr,0.0,0.52858173025146126811080193874659016728401184082031250000000000000000000000000
3,"(0, 39, 6)",idx0:0_idx1:39_idx2:6,"(1625.0, 125.0)",1625.0,125.0,ghbhead_gr,0.0,-0.568754229613298578627222923387307673692703247070312500000000000000000000000
4,"(1, 39, 14)",idx0:1_idx1:39_idx2:14,"(3625.0, 125.0)",3625.0,125.0,ghbhead_gr,0.0,0.50072612910636637995054343264200724661350250244140625000000000000000000000000
5,"(0, 39, 12)",idx0:0_idx1:39_idx2:12,"(3125.0, 125.0)",3125.0,125.0,ghbhead_gr,0.0,0.29347187914531014385488560947123914957046508789062500000000000000000000000000
6,"(1, 39, 13)",idx0:1_idx1:39_idx2:13,"(3375.0, 125.0)",3375.0,125.0,ghbhead_gr,0.0,0.69709259763112130237061592197278514504432678222656250000000000000000000000000
7,"(1, 39, 6)",idx0:1_idx1:39_idx2:6,"(1625.0, 125.0)",1625.0,125.0,ghbhead_gr,0.0,-0.211133504986573017347950553812552243471145629882812500000000000000000000000
8,"(2, 39, 7)",idx0:2_idx1:39_idx2:7,"(1875.0, 125.0)",1875.0,125.0,ghbhead_gr,0.0,0.7056947633144468046140218575601466000080108642578125000000000000000000000000
9,"(1, 39, 8)",idx0:1_idx1:39_idx2:8,"(2125.0, 125.0)",2125.0,125.0,ghbhead_gr,0.0,-0.652591608437930403852078597992658615112304687500000000000000000000000000000
